May 14, 2020 9:00:29 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
May 14, 2020 9:00:29 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
May 14, 2020 9:00:29 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /home/nktoan/share/device-mgmt/package/apache-karaf-4.2.8/lock
May 14, 2020 9:00:29 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
May 14, 2020 9:00:29 AM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2020-05-14T09:00:30,696 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 7 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.4 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
--------------------------------------
2020-05-14T10:03:23,238 | INFO  | qtp1654584337-180 | LoggingOutInterceptor            | 102 - org.apache.cxf.cxf-core - 3.3.5 | Outbound Message
---------------------------
ID: 11
Response-Code: 200
Content-Type: application/json
Headers: {Content-Type=[application/json], Date=[Thu, 14 May 2020 04:33:23 GMT]}
Payload: {"total":2,"deviceVOS":[{"name":"device","hardwareType":"dsa","interfaceVersion":"2","connectionMechanism":"Non Callhome","deviceHolderName":"ddddd"},{"name":"dfggg","hardwareType":"ee","interfaceVersion":"dd","connectionMechanism":"Non Callhome","deviceHolderName":"ddddd"}]}
--------------------------------------
2020-05-14T10:03:24,405 | INFO  | qtp1654584337-193 | LoggingInInterceptor             | 102 - org.apache.cxf.cxf-core - 3.3.5 | Inbound Message
----------------------------
ID: 12
Address: http://192.168.95.132:8181/cxf/v1/device-holder?page=1&limit=8
Http-Method: GET
Content-Type: 
Headers: {Accept=[application/json, text/plain, */*], accept-encoding=[gzip, deflate], Accept-Language=[en-US,en;q=0.9], connection=[keep-alive], Content-Type=[null], Host=[192.168.95.132:8181], Origin=[http://192.168.95.132:3000], Referer=[http://192.168.95.132:3000/], User-Agent=[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36]}
--------------------------------------
2020-05-14T10:03:24,463 | INFO  | qtp1654584337-193 | LoggingOutInterceptor            | 102 - org.apache.cxf.cxf-core - 3.3.5 | Outbound Message
---------------------------
ID: 12
Response-Code: 200
Content-Type: application/json
Headers: {Content-Type=[application/json], Date=[Thu, 14 May 2020 04:33:24 GMT]}
Payload: {"total":2,"deviceHolderVOS":[{"deviceHolderName":"ddddd","noOfDevices":2},{"deviceHolderName":"ffff","noOfDevices":10}]}
--------------------------------------
2020-05-14T12:35:20,104 | INFO  | qtp1654584337-181 | LoggingInInterceptor             | 102 - org.apache.cxf.cxf-core - 3.3.5 | Inbound Message
----------------------------
ID: 13
Address: http://192.168.95.132:8181/cxf/v1/device/ffff?page=1&limit=8
Http-Method: GET
Content-Type: 
Headers: {Accept=[application/json, text/plain, */*], accept-encoding=[gzip, deflate], Accept-Language=[en-US,en;q=0.9], connection=[keep-alive], Content-Type=[null], Host=[192.168.95.132:8181], Origin=[http://192.168.95.132:3000], Referer=[http://192.168.95.132:3000/ffff/devices], User-Agent=[Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36]}
--------------------------------------
2020-05-14T12:35:20,144 | WARN  | qtp1654584337-181 | Transaction                      | 223 - org.ops4j.pax.transx.pax-transx-tm-geronimo - 0.4.4 | Unable to enlist XAResource org.mariadb.jdbc.MariaXaResource@6fb4fed3, errorCode: 0
javax.transaction.xa.XAException: (conn=224) Connection reset
	at org.mariadb.jdbc.MariaXaResource.mapXaException(MariaXaResource.java:123) ~[?:?]
	at org.mariadb.jdbc.MariaXaResource.execute(MariaXaResource.java:139) ~[?:?]
	at org.mariadb.jdbc.MariaXaResource.start(MariaXaResource.java:322) ~[?:?]
	at org.apache.geronimo.transaction.manager.TransactionImpl.enlistResource(TransactionImpl.java:209) ~[?:?]
	at org.apache.commons.dbcp2.managed.TransactionContext.setSharedConnection(TransactionContext.java:94) ~[?:?]
	at org.apache.commons.dbcp2.managed.ManagedConnection.updateTransactionStatus(ManagedConnection.java:141) ~[?:?]
	at org.apache.commons.dbcp2.managed.ManagedConnection.<init>(ManagedConnection.java:60) ~[?:?]
	at org.apache.commons.dbcp2.managed.ManagedDataSource.getConnection(ManagedDataSource.java:82) ~[?:?]
	at org.hibernate.engine.jdbc.connections.internal.DatasourceConnectionProviderImpl.getConnection(DatasourceConnectionProviderImpl.java:122) ~[?:?]
	at org.hibernate.internal.NonContextualJdbcConnectionAccess.obtainConnection(NonContextualJdbcConnectionAccess.java:35) ~[?:?]
	at org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.acquireConnectionIfNeeded(LogicalConnectionManagedImpl.java:106) ~[?:?]
	at org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.getPhysicalConnection(LogicalConnectionManagedImpl.java:136) ~[?:?]
	at org.hibernate.engine.jdbc.internal.StatementPreparerImpl.connection(StatementPreparerImpl.java:47) ~[?:?]
	at org.hibernate.engine.jdbc.internal.StatementPreparerImpl$5.doPrepare(StatementPreparerImpl.java:146) ~[?:?]
	at org.hibernate.engine.jdbc.internal.StatementPreparerImpl$StatementPreparationTemplate.prepareStatement(StatementPreparerImpl.java:172) ~[?:?]
	at org.hibernate.engine.jdbc.internal.StatementPreparerImpl.prepareQueryStatement(StatementPreparerImpl.java:148) ~[?:?]
	at org.hibernate.loader.plan.exec.internal.AbstractLoadPlanBasedLoader.prepareQueryStatement(AbstractLoadPlanBasedLoader.java:226) ~[?:?]
	at org.hibernate.loader.plan.exec.internal.AbstractLoadPlanBasedLoader.executeQueryStatement(AbstractLoadPlanBasedLoader.java:190) ~[?:?]
	at org.hibernate.loader.plan.exec.internal.AbstractLoadPlanBasedLoader.executeLoad(AbstractLoadPlanBasedLoader.java:121) ~[?:?]
	at org.hibernate.loader.plan.exec.internal.AbstractLoadPlanBasedLoader.executeLoad(AbstractLoadPlanBasedLoader.java:86) ~[?:?]
	at org.hibernate.loader.entity.plan.AbstractLoadPlanBasedEntityLoader.load(AbstractLoadPlanBasedEntityLoader.java:197) ~[?:?]
	at org.hibernate.persister.entity.AbstractEntityPersister.load(AbstractEntityPersister.java:4279) ~[?:?]
	at org.hibernate.event.internal.DefaultLoadEventListener.loadFromDatasource(DefaultLoadEventListener.java:482) ~[?:?]
	at org.hibernate.event.internal.DefaultLoadEventListener.doLoad(DefaultLoadEventListener.java:452) ~[?:?]
	at org.hibernate.event.internal.DefaultLoadEventListener.load(DefaultLoadEventListener.java:203) ~[?:?]
	at org.hibernate.event.internal.DefaultLoadEventListener.proxyOrLoad(DefaultLoadEventListener.java:262) ~[?:?]
	at org.hibernate.event.internal.DefaultLoadEventListener.doOnLoad(DefaultLoadEventListener.java:105) ~[?:?]
	at org.hibernate.event.internal.DefaultLoadEventListener.onLoad(DefaultLoadEventListener.java:73) ~[?:?]
	at org.hibernate.internal.SessionImpl.fireLoad(SessionImpl.java:1287) ~[?:?]
	at org.hibernate.internal.SessionImpl.access$2100(SessionImpl.java:212) ~[?:?]
	at org.hibernate.internal.SessionImpl$IdentifierLoadAccessImpl.doLoad(SessionImpl.java:2930) ~[?:?]
	at org.hibernate.internal.SessionImpl$IdentifierLoadAccessImpl.lambda$load$1(SessionImpl.java:2911) ~[?:?]
	at org.hibernate.internal.SessionImpl$IdentifierLoadAccessImpl.perform(SessionImpl.java:2867) ~[?:?]
	at org.hibernate.internal.SessionImpl$IdentifierLoadAccessImpl.load(SessionImpl.java:2911) ~[?:?]
	at org.hibernate.internal.SessionImpl.find(SessionImpl.java:3552) ~[?:?]
	at org.hibernate.internal.SessionImpl.find(SessionImpl.java:3519) ~[?:?]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:1.8.0_211]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) ~[?:1.8.0_211]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:1.8.0_211]
	at java.lang.reflect.Method.invoke(Method.java:498) ~[?:1.8.0_211]
	at org.apache.aries.jpa.support.osgi.impl.EmProxy.invoke(EmProxy.java:43) ~[?:?]
	at com.sun.proxy.$Proxy92.find(Unknown Source) ~[?:?]
	at Proxy7e1a32ab_d9cf_4525_b44a_59bcd37258ab.find(Unknown Source) ~[?:?]
	at com.tma.apa.training.device.mgmt.impl.dao.DeviceHolderDAOImpl.getByName(DeviceHolderDAOImpl.java:33) ~[?:?]
	at Proxyb67ae70d_8ce8_4a11_864b_9af48a797983.getByName(Unknown Source) ~[?:?]
	at com.tma.apa.training.device.mgmt.impl.service.DeviceServiceImpl.getByDeviceHolder(DeviceServiceImpl.java:54) ~[?:?]
	at Proxy9a017b89_eed2_4c7b_a101_dece85b9ae93.getByDeviceHolder(Unknown Source) ~[?:?]
	at com.tma.apa.training.device.mgmt.rest.resource.impl.DeviceRestResourceImpl.getDevicesByDeviceHolder(DeviceRestResourceImpl.java:30) ~[!/:?]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:1.8.0_211]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) ~[?:1.8.0_211]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:1.8.0_211]
	at java.lang.reflect.Method.invoke(Method.java:498) ~[?:1.8.0_211]
	at org.apache.cxf.service.invoker.AbstractInvoker.performInvocation(AbstractInvoker.java:179) ~[!/:3.3.5]
	at org.apache.cxf.service.invoker.AbstractInvoker.invoke(AbstractInvoker.java:96) ~[!/:3.3.5]
	at org.apache.cxf.jaxrs.JAXRSInvoker.invoke(JAXRSInvoker.java:201) ~[!/:3.3.5]
	at org.apache.cxf.jaxrs.JAXRSInvoker.invoke(JAXRSInvoker.java:104) ~[!/:3.3.5]
	at org.apache.cxf.interceptor.ServiceInvokerInterceptor$1.run(ServiceInvokerInterceptor.java:59) ~[!/:3.3.5]
	at org.apache.cxf.interceptor.ServiceInvokerInterceptor.handleMessage(ServiceInvokerInterceptor.java:96) ~[!/:3.3.5]
	at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:308) ~[!/:3.3.5]
	at org.apache.cxf.transport.ChainInitiationObserver.onMessage(ChainInitiationObserver.java:121) ~[!/:3.3.5]
	at org.apache.cxf.transport.http.AbstractHTTPDestination.invoke(AbstractHTTPDestination.java:267) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.ServletController.invokeDestination(ServletController.java:234) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.ServletController.invoke(ServletController.java:208) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.ServletController.invoke(ServletController.java:160) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.CXFNonSpringServlet.invoke(CXFNonSpringServlet.java:225) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.AbstractHTTPServlet.handleRequest(AbstractHTTPServlet.java:301) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.AbstractHTTPServlet.doGet(AbstractHTTPServlet.java:225) ~[!/:3.3.5]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:687) ~[!/:3.1.0]
	at org.apache.cxf.transport.servlet.AbstractHTTPServlet.service(AbstractHTTPServlet.java:276) ~[!/:3.3.5]
	at org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:760) ~[?:?]
	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1617) ~[?:?]
	at org.eclipse.jetty.websocket.server.WebSocketUpgradeFilter.doFilter(WebSocketUpgradeFilter.java:226) ~[?:?]
	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1604) ~[?:?]
	at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:545) ~[?:?]
	at org.ops4j.pax.web.service.jetty.internal.HttpServiceServletHandler.doHandle(HttpServiceServletHandler.java:71) ~[?:?]
	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:143) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:536) ~[?:?]
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:127) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:235) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:1592) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:233) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1296) ~[!/:9.4.22.v20191022]
	at org.ops4j.pax.web.service.jetty.internal.HttpServiceContext.doHandle(HttpServiceContext.java:298) ~[?:?]
	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:188) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:485) ~[?:?]
	at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:1562) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:186) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1211) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:141) ~[!/:9.4.22.v20191022]
	at org.ops4j.pax.web.service.jetty.internal.JettyServerHandlerCollection.handle(JettyServerHandlerCollection.java:80) ~[?:?]
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:127) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.Server.handle(Server.java:500) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.HttpChannel.lambda$handle$1(HttpChannel.java:386) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.HttpChannel.dispatch(HttpChannel.java:562) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:378) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:270) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.io.AbstractConnection$ReadCallback.succeeded(AbstractConnection.java:311) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.io.FillInterest.fillable(FillInterest.java:103) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.io.ChannelEndPoint$2.run(ChannelEndPoint.java:117) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:806) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.util.thread.QueuedThreadPool$Runner.run(QueuedThreadPool.java:938) [!/:9.4.22.v20191022]
	at java.lang.Thread.run(Thread.java:748) [?:1.8.0_211]
Caused by: java.sql.SQLNonTransientConnectionException: (conn=224) Connection reset
	at org.mariadb.jdbc.internal.util.exceptions.ExceptionMapper.get(ExceptionMapper.java:259) ~[?:?]
	at org.mariadb.jdbc.internal.util.exceptions.ExceptionMapper.getException(ExceptionMapper.java:171) ~[?:?]
	at org.mariadb.jdbc.MariaDbStatement.executeExceptionEpilogue(MariaDbStatement.java:248) ~[?:?]
	at org.mariadb.jdbc.MariaDbStatement.executeInternal(MariaDbStatement.java:338) ~[?:?]
	at org.mariadb.jdbc.MariaDbStatement.execute(MariaDbStatement.java:389) ~[?:?]
	at org.mariadb.jdbc.MariaXaResource.execute(MariaXaResource.java:137) ~[?:?]
	... 100 more
Caused by: java.sql.SQLNonTransientConnectionException: Connection reset
	at org.mariadb.jdbc.internal.protocol.AbstractQueryProtocol.handleIoException(AbstractQueryProtocol.java:1908) ~[?:?]
	at org.mariadb.jdbc.internal.protocol.AbstractQueryProtocol.executeQuery(AbstractQueryProtocol.java:236) ~[?:?]
	at org.mariadb.jdbc.MariaDbStatement.executeInternal(MariaDbStatement.java:332) ~[?:?]
	at org.mariadb.jdbc.MariaDbStatement.execute(MariaDbStatement.java:389) ~[?:?]
	at org.mariadb.jdbc.MariaXaResource.execute(MariaXaResource.java:137) ~[?:?]
	... 100 more
Caused by: java.net.SocketException: Connection reset
	at java.net.SocketOutputStream.socketWrite(SocketOutputStream.java:115) ~[?:1.8.0_211]
	at java.net.SocketOutputStream.write(SocketOutputStream.java:155) ~[?:1.8.0_211]
	at org.mariadb.jdbc.internal.io.output.StandardPacketOutputStream.flushBuffer(StandardPacketOutputStream.java:111) ~[?:?]
	at org.mariadb.jdbc.internal.io.output.AbstractPacketOutputStream.flush(AbstractPacketOutputStream.java:185) ~[?:?]
	at org.mariadb.jdbc.internal.protocol.AbstractQueryProtocol.executeQuery(AbstractQueryProtocol.java:227) ~[?:?]
	at org.mariadb.jdbc.MariaDbStatement.executeInternal(MariaDbStatement.java:332) ~[?:?]
	at org.mariadb.jdbc.MariaDbStatement.execute(MariaDbStatement.java:389) ~[?:?]
	at org.mariadb.jdbc.MariaXaResource.execute(MariaXaResource.java:137) ~[?:?]
	... 100 more
2020-05-14T12:35:20,204 | WARN  | qtp1654584337-181 | SqlExceptionHelper               | 208 - org.hibernate.orm.core - 5.4.2.Final | SQL Error: 0, SQLState: null
2020-05-14T12:35:20,204 | ERROR | qtp1654584337-181 | SqlExceptionHelper               | 208 - org.hibernate.orm.core - 5.4.2.Final | Unable to enlist connection in transaction: enlistResource returns 'false'.
2020-05-14T12:35:20,205 | INFO  | qtp1654584337-181 | DefaultLoadEventListener         | 208 - org.hibernate.orm.core - 5.4.2.Final | HHH000327: Error performing load command : org.hibernate.exception.GenericJDBCException: Unable to acquire JDBC Connection
2020-05-14T12:35:20,208 | WARN  | qtp1654584337-181 | PhaseInterceptorChain            | 102 - org.apache.cxf.cxf-core - 3.3.5 | Application {http://impl.resource.rest.mgmt.device.training.apa.tma.com/}DeviceHolderRestResourceImpl has thrown exception, unwinding now
org.apache.cxf.interceptor.Fault: Device holder ffff does not exists
	at org.apache.cxf.service.invoker.AbstractInvoker.createFault(AbstractInvoker.java:162) ~[!/:3.3.5]
	at org.apache.cxf.service.invoker.AbstractInvoker.invoke(AbstractInvoker.java:128) ~[!/:3.3.5]
	at org.apache.cxf.jaxrs.JAXRSInvoker.invoke(JAXRSInvoker.java:201) ~[!/:3.3.5]
	at org.apache.cxf.jaxrs.JAXRSInvoker.invoke(JAXRSInvoker.java:104) ~[!/:3.3.5]
	at org.apache.cxf.interceptor.ServiceInvokerInterceptor$1.run(ServiceInvokerInterceptor.java:59) ~[!/:3.3.5]
	at org.apache.cxf.interceptor.ServiceInvokerInterceptor.handleMessage(ServiceInvokerInterceptor.java:96) ~[!/:3.3.5]
	at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:308) ~[!/:3.3.5]
	at org.apache.cxf.transport.ChainInitiationObserver.onMessage(ChainInitiationObserver.java:121) ~[!/:3.3.5]
	at org.apache.cxf.transport.http.AbstractHTTPDestination.invoke(AbstractHTTPDestination.java:267) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.ServletController.invokeDestination(ServletController.java:234) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.ServletController.invoke(ServletController.java:208) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.ServletController.invoke(ServletController.java:160) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.CXFNonSpringServlet.invoke(CXFNonSpringServlet.java:225) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.AbstractHTTPServlet.handleRequest(AbstractHTTPServlet.java:301) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.AbstractHTTPServlet.doGet(AbstractHTTPServlet.java:225) ~[!/:3.3.5]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:687) ~[!/:3.1.0]
	at org.apache.cxf.transport.servlet.AbstractHTTPServlet.service(AbstractHTTPServlet.java:276) ~[!/:3.3.5]
	at org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:760) ~[?:?]
	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1617) ~[?:?]
	at org.eclipse.jetty.websocket.server.WebSocketUpgradeFilter.doFilter(WebSocketUpgradeFilter.java:226) ~[?:?]
	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1604) ~[?:?]
	at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:545) ~[?:?]
	at org.ops4j.pax.web.service.jetty.internal.HttpServiceServletHandler.doHandle(HttpServiceServletHandler.java:71) ~[?:?]
	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:143) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:536) ~[?:?]
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:127) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:235) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:1592) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:233) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1296) ~[!/:9.4.22.v20191022]
	at org.ops4j.pax.web.service.jetty.internal.HttpServiceContext.doHandle(HttpServiceContext.java:298) ~[?:?]
	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:188) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:485) ~[?:?]
	at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:1562) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:186) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1211) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:141) ~[!/:9.4.22.v20191022]
	at org.ops4j.pax.web.service.jetty.internal.JettyServerHandlerCollection.handle(JettyServerHandlerCollection.java:80) ~[?:?]
	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:127) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.Server.handle(Server.java:500) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.HttpChannel.lambda$handle$1(HttpChannel.java:386) ~[!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.HttpChannel.dispatch(HttpChannel.java:562) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:378) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:270) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.io.AbstractConnection$ReadCallback.succeeded(AbstractConnection.java:311) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.io.FillInterest.fillable(FillInterest.java:103) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.io.ChannelEndPoint$2.run(ChannelEndPoint.java:117) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:806) [!/:9.4.22.v20191022]
	at org.eclipse.jetty.util.thread.QueuedThreadPool$Runner.run(QueuedThreadPool.java:938) [!/:9.4.22.v20191022]
	at java.lang.Thread.run(Thread.java:748) [?:1.8.0_211]
Caused by: com.tma.apa.training.device.mgmt.exception.DeviceHolderException: Device holder ffff does not exists
	at com.tma.apa.training.device.mgmt.impl.service.DeviceServiceImpl.getByDeviceHolder(DeviceServiceImpl.java:56) ~[?:?]
	at Proxy9a017b89_eed2_4c7b_a101_dece85b9ae93.getByDeviceHolder(Unknown Source) ~[?:?]
	at com.tma.apa.training.device.mgmt.rest.resource.impl.DeviceRestResourceImpl.getDevicesByDeviceHolder(DeviceRestResourceImpl.java:30) ~[!/:?]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:1.8.0_211]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) ~[?:1.8.0_211]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:1.8.0_211]
	at java.lang.reflect.Method.invoke(Method.java:498) ~[?:1.8.0_211]
	at org.apache.cxf.service.invoker.AbstractInvoker.performInvocation(AbstractInvoker.java:179) ~[!/:3.3.5]
	at org.apache.cxf.service.invoker.AbstractInvoker.invoke(AbstractInvoker.java:96) ~[!/:3.3.5]
	... 48 more
2020-05-14T12:35:20,225 | WARN  | qtp1654584337-181 | PhaseInterceptorChain            | 102 - org.apache.cxf.cxf-core - 3.3.5 | Exception in handleFault on interceptor org.apache.cxf.jaxrs.interceptor.JAXRSDefaultFaultOutInterceptor@1ee0adb2
org.apache.cxf.interceptor.Fault: Device holder ffff does not exists
	at org.apache.cxf.service.invoker.AbstractInvoker.createFault(AbstractInvoker.java:162) ~[!/:3.3.5]
	at org.apache.cxf.service.invoker.AbstractInvoker.invoke(AbstractInvoker.java:128) ~[!/:3.3.5]
	at org.apache.cxf.jaxrs.JAXRSInvoker.invoke(JAXRSInvoker.java:201) ~[!/:3.3.5]
	at org.apache.cxf.jaxrs.JAXRSInvoker.invoke(JAXRSInvoker.java:104) ~[!/:3.3.5]
	at org.apache.cxf.interceptor.ServiceInvokerInterceptor$1.run(ServiceInvokerInterceptor.java:59) ~[!/:3.3.5]
	at org.apache.cxf.interceptor.ServiceInvokerInterceptor.handleMessage(ServiceInvokerInterceptor.java:96) ~[!/:3.3.5]
	at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:308) ~[!/:3.3.5]
	at org.apache.cxf.transport.ChainInitiationObserver.onMessage(ChainInitiationObserver.java:121) ~[!/:3.3.5]
	at org.apache.cxf.transport.http.AbstractHTTPDestination.invoke(AbstractHTTPDestination.java:267) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.ServletController.invokeDestination(ServletController.java:234) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.ServletController.invoke(ServletController.java:208) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.ServletController.invoke(ServletController.java:160) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.CXFNonSpringServlet.invoke(CXFNonSpringServlet.java:225) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.AbstractHTTPServlet.handleRequest(AbstractHTTPServlet.java:301) ~[!/:3.3.5]
	at org.apache.cxf.transport.servlet.AbstractHTTPServlet.doGet(AbstractHTTPServlet.java:225) ~[!/:3.3.5]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:687) ~[!/:3.1.0]
	at org.apache.cxf.transport.servlet.AbstractHTTPServlet.service(AbstractHTTPServlet.java:276) ~[!/:3.3.5]
	at org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:760) ~[?:?]
	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1617) ~[?:?]
